DeviceID,ClientID,ClientName,DeviceType,DeviceStatus,IssuesReported,ChangeRequestDate,ChangeCompletionDate,UpdateRequired,UpdateStatus,ResolutionTimeDays,CostoReparacion,Country,EfectividadAntesCambio,EfectividadDespuesCambio
D0557,C009,Diego Torres,camara,En mantenimiento,No conecta bien,13/05/2023,04/07/2024,no,Completada,418,1645,Colombia,64.88,91.24
D0558,C005,Alejandra Torres,monitor,En mantenimiento,No reconoce los datos,10/12/2023,22/08/2024,si,Pendiente,256,2223,Brasil,66.48,83.84
D0559,C002,Fernando Morales,monitor,En mantenimiento,Desconexion espontanea,21/09/2024,26/11/2024,no,Pendiente,66,2756,Brasil,65.53,83.84
D0560,C010,Gabriel Hernandez,gps,Activo,Imagen borrosa,07/09/2024,25/09/2024,no,Pendiente,18,2950,Antigua y Barbuda,69.81,97.58
D0561,C009,Sofia Cruz,monitor,Inactivo,No conecta bien,08/06/2023,19/02/2024,no,Pendiente,256,2535,Colombia,70.04,82.47
D0562,C005,Luis Flores,gps,Inactivo,No reconoce los datos,01/08/2024,25/12/2024,si,Completada,146,2215,Cuba,61.74,81.7
D0563,C001,Sofia Gomez,monitor,Activo,Desconexion espontanea,11/02/2023,28/07/2023,no,Pendiente,167,1646,Trinidad y Tobago,57.41,95.31
D0564,C010,Fernando Gomez,camara,Activo,Imagen borrosa,30/07/2023,04/11/2023,no,Pendiente,97,2100,Peru,52.58,87.41
D0565,C004,Antonio Gonzalez,gps,En mantenimiento,No conecta bien,15/03/2023,27/10/2023,no,Completada,226,1663,Argentina,55.96,87.36
D0566,C010,Fernando Ramos,camara,Activo,No reconoce los datos,16/12/2023,17/11/2024,no,Completada,337,2502,Saint Vincent y las Granadinas,60.99,83.73
D0567,C001,Valeria Flores,gps,Inactivo,Desconexion espontanea,13/06/2023,31/08/2024,si,Pendiente,445,2461,Belice,70.6,86.93
D0568,C004,Paula Garcia,camara,Activo,Imagen borrosa,17/12/2024,30/12/2024,no,Pendiente,13,2583,Panama,72.7,98.66
D0569,C001,Juan Torres,gps,En mantenimiento,No conecta bien,26/01/2023,30/12/2024,si,Completada,704,1762,Brasil,70.73,99.33
D0570,C007,Alejandra Torres,monitor,Activo,No reconoce los datos,30/10/2023,30/08/2024,si,Completada,305,2118,Trinidad y Tobago,50.34,93.36
D0571,C005,Mariana Hernandez,monitor,En mantenimiento,Desconexion espontanea,29/12/2024,30/12/2024,no,Pendiente,1,2810,Costa Rica,74.01,88.39
D0572,C010,Valeria Morales,camara,Inactivo,Imagen borrosa,05/04/2024,31/12/2024,no,Completada,270,1687,Mexico,57.97,85.9
D0573,C006,Carmen Perez,gps,En mantenimiento,No conecta bien,17/02/2024,25/02/2024,no,Completada,8,2690,Barbados,64.36,83.61
D0574,C002,Juan Martinez,gps,Activo,No reconoce los datos,07/10/2023,27/08/2024,no,Pendiente,325,2782,Cuba,58.68,97.7
D0575,C004,Paula Torres,gps,Inactivo,Desconexion espontanea,02/12/2024,17/12/2024,no,Pendiente,15,2148,Chile,60.67,89.93
D0576,C008,Carmen Gonzalez,gps,En mantenimiento,Imagen borrosa,23/10/2024,26/10/2024,no,Pendiente,3,2769,Ecuador,74.69,96.6
D0577,C007,Jorge Castillo,camara,Inactivo,No conecta bien,25/12/2024,25/12/2024,si,Pendiente,0,1586,Chile,58.9,99.42
D0578,C003,Eduardo Cruz,monitor,Activo,No reconoce los datos,05/12/2023,04/01/2024,no,Completada,30,2089,Granada,74.26,94.56
D0579,C007,Luis Vargas,gps,Activo,Desconexion espontanea,04/02/2023,29/01/2024,si,Pendiente,359,1961,Uruguay,62.98,90.56
D0580,C001,Mariana Cruz,gps,Inactivo,Imagen borrosa,20/01/2024,30/09/2024,no,Pendiente,254,1789,Brasil,53.59,92.79
D0581,C005,Jorge Gomez,monitor,Inactivo,No conecta bien,12/10/2023,01/09/2024,si,Completada,325,2998,Panama,78.69,99.84
D0582,C008,Alejandra Martinez,gps,Inactivo,No reconoce los datos,11/09/2023,03/08/2024,no,Completada,327,2882,Saint Kitts y Nevis,63.26,97.79
D0583,C001,Gabriel Torres,gps,Activo,Desconexion espontanea,06/03/2024,05/06/2024,si,Pendiente,91,1925,Surinam,63.3,96.12
D0584,C010,Luis Flores,camara,Inactivo,Imagen borrosa,21/10/2023,20/11/2024,si,Pendiente,396,2642,Costa Rica,71.25,83.99
D0585,C005,Elena Ramos,camara,En mantenimiento,No conecta bien,22/07/2023,28/01/2024,si,Pendiente,190,2494,Surinam,73,87.74
D0586,C002,Sofia Sanchez,monitor,Inactivo,No reconoce los datos,03/06/2024,27/06/2024,si,Completada,24,2995,Saint Vincent y las Granadinas,64.95,86.81
D0587,C005,Ana Gonzalez,monitor,Inactivo,Desconexion espontanea,07/06/2023,30/11/2023,no,Pendiente,176,2067,Honduras,70.02,88.93
D0588,C008,Elena Torres,camara,Inactivo,Imagen borrosa,13/05/2023,24/08/2024,no,Completada,469,2849,Peru,65.63,88.16
D0589,C003,Juan Vargas,camara,Inactivo,No conecta bien,03/09/2024,29/10/2024,no,Completada,56,2979,Trinidad y Tobago,57.65,94.48
D0590,C001,Carlos Hernandez,camara,Inactivo,No reconoce los datos,12/03/2024,25/11/2024,si,Pendiente,258,2071,Republica Dominicana,56.27,84.12
D0591,C009,Alejandra Cruz,gps,En mantenimiento,Desconexion espontanea,26/01/2024,24/09/2024,no,Completada,242,2030,Uruguay,65.73,91.03
D0592,C005,Isabel Garcia,monitor,Inactivo,Imagen borrosa,22/01/2024,08/02/2024,no,Pendiente,17,2464,Jamaica,67.65,96.46
D0593,C003,Mariana Gonzalez,camara,Inactivo,No conecta bien,12/03/2023,14/11/2023,no,Pendiente,247,1646,Uruguay,62.71,86.08
D0594,C008,Mariana Gonzalez,gps,Inactivo,No reconoce los datos,09/11/2024,19/12/2024,no,Completada,40,2799,Honduras,50.48,81.25
D0595,C009,Diego Lopez,camara,En mantenimiento,Desconexion espontanea,05/10/2023,09/08/2024,no,Pendiente,309,2394,Nicaragua,78.34,93.32
D0596,C001,Fernando Castillo,gps,En mantenimiento,Imagen borrosa,30/06/2023,18/05/2024,no,Completada,323,1761,Antigua y Barbuda,72.15,93.46
D0597,C005,Fernando Castillo,gps,Activo,No conecta bien,14/05/2023,15/06/2023,no,Pendiente,32,2814,Saint Kitts y Nevis,78.74,98.55
D0598,C008,Carlos Diaz,gps,En mantenimiento,No reconoce los datos,11/05/2024,03/11/2024,no,Completada,176,2580,Guatemala,77.07,97.62
D0599,C002,Raul Castillo,monitor,Activo,Desconexion espontanea,17/06/2023,05/06/2024,no,Completada,354,2121,Honduras,60.16,97.9
D0600,C008,Lucia Sanchez,monitor,Inactivo,Imagen borrosa,19/04/2023,07/07/2024,si,Completada,445,1748,Uruguay,56.52,85.08
D0601,C001,Fernando Cruz,gps,En mantenimiento,No conecta bien,19/04/2023,08/11/2023,no,Pendiente,203,1897,Barbados,79.52,91.96
D0602,C006,Valeria Gomez,gps,Activo,No reconoce los datos,22/06/2024,25/12/2024,no,Pendiente,186,1966,Granada,65.47,87.39
D0603,C006,Ana Rodriguez,monitor,Inactivo,Desconexion espontanea,02/09/2023,09/05/2024,si,Completada,250,2072,Saint Vincent y las Granadinas,54.56,80.25
D0604,C005,Andrea Mendoza,monitor,En mantenimiento,Imagen borrosa,21/09/2023,22/12/2023,no,Pendiente,92,2915,Trinidad y Tobago,68,98.06
D0605,C005,Luis Ortega,camara,Inactivo,No conecta bien,09/01/2024,28/07/2024,no,Completada,201,2480,Saint Kitts y Nevis,75.45,88.38
D0606,C006,Luis Sanchez,camara,Activo,No reconoce los datos,10/08/2024,06/11/2024,no,Pendiente,88,2905,Honduras,71.33,84.3
D0607,C007,Valeria Rodriguez,camara,En mantenimiento,Desconexion espontanea,14/11/2023,25/05/2024,no,Completada,193,2586,Belice,73.02,99.98
D0608,C004,Isabel Gonzalez,gps,Inactivo,Imagen borrosa,16/11/2024,29/11/2024,si,Pendiente,13,2622,Peru,58.83,87.92
D0609,C002,Luis Gonzalez,monitor,En mantenimiento,No conecta bien,23/08/2023,03/11/2023,no,Completada,72,2107,Honduras,61.15,97.23
D0610,C010,Juan Sanchez,camara,Inactivo,No reconoce los datos,07/05/2023,22/06/2024,no,Completada,412,2616,Bahamas,61.91,86.54
D0611,C008,Isabel Castillo,monitor,Inactivo,Desconexion espontanea,25/02/2024,28/10/2024,si,Completada,246,2443,Guyana,63.83,93.92
D0612,C010,Francisco Cruz,camara,Activo,Imagen borrosa,14/08/2023,18/09/2023,si,Pendiente,35,1663,San Cristobal y Nieves,77.14,99.14
D0613,C008,Juan Mendoza,monitor,Inactivo,No conecta bien,06/02/2024,03/03/2024,no,Completada,26,1548,Surinam,75.21,92.87
D0614,C008,Valeria Torres,camara,Inactivo,No reconoce los datos,06/07/2023,10/10/2024,no,Completada,462,2145,Colombia,66.03,99.81
D0615,C003,Isabel Cruz,gps,En mantenimiento,Desconexion espontanea,08/02/2023,16/09/2024,si,Pendiente,586,2069,Belice,69.07,92.91
D0616,C009,Isabel Cruz,monitor,Activo,Imagen borrosa,08/08/2023,26/11/2023,si,Completada,110,2927,Paraguay,74.31,96.4
D0617,C010,Juan Torres,gps,Inactivo,No conecta bien,07/06/2024,31/10/2024,no,Pendiente,146,2201,Surinam,65.92,90.9
D0618,C010,Sofia Rodriguez,monitor,En mantenimiento,No reconoce los datos,07/03/2024,17/11/2024,no,Pendiente,255,1816,Belice,74.62,85.58
D0619,C006,Alejandra Lopez,gps,En mantenimiento,Desconexion espontanea,04/09/2023,07/08/2024,si,Pendiente,338,2667,Bolivia,56.18,94.35
D0620,C009,Jorge Flores,gps,Inactivo,Imagen borrosa,16/10/2024,29/12/2024,si,Pendiente,74,2487,Venezuela,75.45,90.29
D0621,C002,Luis Vargas,monitor,Activo,No conecta bien,11/07/2024,21/10/2024,no,Completada,102,1605,Granada,67.54,85.98
D0622,C009,Carlos Vargas,camara,Activo,No reconoce los datos,21/06/2024,13/08/2024,no,Pendiente,53,2279,Antigua y Barbuda,61.73,93.62
D0623,C006,Isabel Torres,monitor,Inactivo,Desconexion espontanea,22/11/2024,06/12/2024,no,Pendiente,14,2260,Paraguay,62.28,83.06
D0624,C008,Valeria Morales,camara,Activo,Imagen borrosa,07/05/2023,11/06/2023,si,Pendiente,35,1588,Colombia,53.74,88.13
D0625,C010,Gabriel Ortega,gps,En mantenimiento,No conecta bien,15/06/2024,07/08/2024,no,Completada,53,2544,Brasil,79.17,97.88
D0626,C010,Luis Lopez,monitor,Inactivo,No reconoce los datos,07/03/2023,06/10/2024,si,Completada,579,2484,Trinidad y Tobago,75.26,81.35
D0627,C001,Alejandra Sanchez,gps,Inactivo,Desconexion espontanea,29/05/2024,24/12/2024,si,Pendiente,209,2592,Santa Lucia,73.34,95.43
D0628,C008,Sofia Flores,monitor,En mantenimiento,Imagen borrosa,11/11/2024,16/12/2024,si,Pendiente,35,2998,Peru,55.99,85.63
D0629,C009,Mariana Vargas,camara,En mantenimiento,No conecta bien,24/06/2024,12/11/2024,si,Completada,141,2162,Mexico,70.42,89.67
D0630,C010,Francisco Cruz,gps,Inactivo,No reconoce los datos,21/08/2024,28/12/2024,no,Pendiente,129,1589,Saint Lucia,66.53,90.89
D0631,C010,Ana Lopez,camara,En mantenimiento,Desconexion espontanea,28/10/2023,16/05/2024,no,Pendiente,201,2175,Bolivia,70.02,89.34
D0632,C005,Antonio Garcia,camara,Inactivo,Imagen borrosa,04/05/2023,08/03/2024,no,Completada,309,2957,Costa Rica,58.59,81.1
D0633,C005,Ana Lopez,camara,En mantenimiento,No conecta bien,21/03/2023,02/07/2024,no,Completada,469,2475,Ecuador,64.04,87.74
D0634,C010,Gabriel Martinez,monitor,Inactivo,No reconoce los datos,28/09/2023,29/10/2023,si,Pendiente,31,2466,Trinidad y Tobago,59.66,92.53
D0635,C003,Mariana Garcia,gps,Inactivo,Desconexion espontanea,01/07/2023,09/10/2024,no,Completada,466,2428,Chile,54.98,83.2
D0636,C004,Luis Torres,gps,En mantenimiento,Imagen borrosa,15/06/2023,16/10/2024,no,Completada,489,1871,Peru,66.75,86.63
D0637,C002,Eduardo Flores,camara,Inactivo,No conecta bien,02/01/2023,10/12/2024,si,Pendiente,708,2992,Ecuador,76.48,95.48
D0638,C008,Valeria Martinez,monitor,En mantenimiento,No reconoce los datos,16/07/2024,30/07/2024,si,Pendiente,14,2042,Argentina,68.19,88.98
D0639,C006,Jorge Ortega,monitor,Activo,Desconexion espontanea,27/04/2023,09/07/2023,no,Completada,73,1850,Cuba,67.38,94.19
D0640,C005,Francisco Gomez,gps,Inactivo,Imagen borrosa,28/10/2024,15/11/2024,no,Pendiente,18,1889,Saint Vincent y las Granadinas,77.25,97.63
D0641,C003,Juan Flores,camara,Activo,No conecta bien,12/12/2023,09/08/2024,si,Pendiente,241,2321,San Cristobal y Nieves,64.42,99.79
D0642,C002,Jorge Lopez,gps,Activo,No reconoce los datos,12/04/2023,20/10/2024,si,Pendiente,557,1992,Colombia,65.97,98.71
D0643,C002,Isabel Flores,gps,En mantenimiento,Desconexion espontanea,29/01/2024,19/12/2024,no,Pendiente,325,2254,Bahamas,56.83,90.41
D0644,C010,Sofia Ramos,camara,En mantenimiento,Imagen borrosa,23/06/2023,09/01/2024,no,Pendiente,200,2789,Republica Dominicana,51.84,95.19
D0645,C008,Eduardo Gonzalez,camara,En mantenimiento,No conecta bien,21/08/2024,15/12/2024,no,Pendiente,116,1766,El Salvador,75.5,80.66
D0646,C001,Luis Flores,gps,Inactivo,No reconoce los datos,13/07/2023,30/12/2024,si,Pendiente,536,2921,Colombia,59.32,84.09
D0647,C004,Gabriel Torres,camara,Activo,Desconexion espontanea,18/10/2024,30/10/2024,si,Completada,12,2587,Costa Rica,61.54,98.24
D0648,C010,Valeria Morales,camara,En mantenimiento,Imagen borrosa,22/10/2023,03/03/2024,si,Completada,133,2794,Honduras,66.79,99.58
D0649,C005,Eduardo Gomez,monitor,Inactivo,No conecta bien,09/12/2023,11/12/2024,no,Completada,368,2707,San Cristobal y Nieves,55.98,99.82
D0650,C006,Fernando Hernandez,gps,Activo,No reconoce los datos,15/03/2024,14/05/2024,si,Pendiente,60,2257,Costa Rica,51.93,88.64
D0651,C009,Francisco Garcia,gps,Inactivo,Desconexion espontanea,14/04/2024,09/06/2024,no,Completada,56,1930,Chile,72.24,80.45
D0652,C001,Isabel Garcia,monitor,En mantenimiento,Imagen borrosa,24/01/2024,27/06/2024,si,Completada,155,1721,Barbados,60.22,92.78
D0653,C004,Carmen Sanchez,monitor,Inactivo,No conecta bien,30/07/2024,07/08/2024,no,Pendiente,8,1680,Jamaica,77.48,94.47
D0654,C003,Raul Diaz,monitor,Activo,No reconoce los datos,26/12/2023,13/03/2024,si,Pendiente,78,2570,Costa Rica,71.82,99.9
D0655,C009,Luis Ramos,gps,Activo,Desconexion espontanea,11/02/2024,25/03/2024,no,Pendiente,43,1542,Belice,65.45,93.32
D0656,C009,Raul Cruz,camara,En mantenimiento,Imagen borrosa,24/02/2024,18/06/2024,si,Completada,115,1542,Colombia,70.92,99.87
D0657,C003,Ana Flores,gps,Activo,No conecta bien,30/11/2023,15/08/2024,si,Completada,259,1997,Mexico,58.84,94.74
D0658,C001,Alejandra Castillo,gps,Activo,No reconoce los datos,18/09/2023,22/08/2024,no,Completada,339,1805,Surinam,77.98,88.13
D0659,C002,Carlos Flores,monitor,En mantenimiento,Desconexion espontanea,26/11/2023,18/01/2024,no,Completada,53,2549,Guatemala,50.05,89.6
D0660,C006,Sofia Vargas,gps,En mantenimiento,Imagen borrosa,08/12/2023,20/07/2024,no,Pendiente,225,2731,Panama,60.16,98.72
D0661,C002,Miguel Cruz,monitor,Activo,No conecta bien,12/05/2024,28/05/2024,no,Pendiente,16,2750,Brasil,64.19,97.43
D0662,C010,Sofia Gomez,camara,Activo,No reconoce los datos,13/01/2023,18/11/2024,no,Pendiente,675,2915,Peru,61.77,99.47
D0663,C003,Raul Sanchez,monitor,En mantenimiento,Desconexion espontanea,19/07/2024,30/09/2024,si,Completada,73,2391,Barbados,58.38,97.94
D0664,C005,Francisco Sanchez,camara,Inactivo,Imagen borrosa,15/02/2024,05/10/2024,no,Completada,233,2448,Mexico,61.91,89.19
D0665,C005,Maria Cruz,camara,Activo,No conecta bien,15/07/2024,18/11/2024,si,Pendiente,126,2676,Honduras,52.8,97.44
D0666,C010,Raul Ramos,monitor,En mantenimiento,No reconoce los datos,20/12/2023,21/12/2023,si,Completada,1,1647,Chile,61.35,96.79
D0667,C003,Carmen Gonzalez,gps,Activo,Desconexion espontanea,06/08/2023,16/08/2023,no,Pendiente,10,2982,Argentina,68.19,95.85
D0668,C004,Maria Diaz,gps,Inactivo,Imagen borrosa,23/08/2023,26/03/2024,no,Completada,216,2952,Venezuela,71.02,87.42
D0669,C003,Antonio Morales,monitor,En mantenimiento,No conecta bien,19/11/2023,05/10/2024,si,Pendiente,321,2021,Peru,63.75,88.94
D0670,C004,Ana Flores,gps,Activo,No reconoce los datos,29/09/2024,13/11/2024,no,Pendiente,45,1534,Bahamas,56.06,80.32
D0671,C008,Valeria Lopez,gps,Activo,Desconexion espontanea,23/07/2023,23/11/2023,si,Pendiente,123,2462,Paraguay,74.13,99.25
D0672,C007,Lucia Sanchez,gps,Inactivo,Imagen borrosa,20/12/2024,23/12/2024,si,Completada,3,2502,Saint Vincent y las Granadinas,61.61,85.95
D0673,C010,Juan Sanchez,gps,Activo,No conecta bien,12/07/2023,15/11/2024,si,Pendiente,492,2275,Bahamas,50.04,99.01
D0674,C010,Luis Ortega,gps,En mantenimiento,No reconoce los datos,15/06/2023,27/09/2023,si,Pendiente,104,2519,Bahamas,71.75,93.6
D0675,C008,Luis Ramirez,monitor,En mantenimiento,Desconexion espontanea,15/04/2024,19/10/2024,si,Pendiente,187,2226,Paraguay,56.44,89.58
D0676,C010,Andrea Ramirez,camara,Activo,Imagen borrosa,13/09/2023,16/10/2024,no,Completada,399,1898,Guyana,52.17,82.36
D0677,C007,Andrea Rodriguez,gps,Inactivo,No conecta bien,03/11/2023,23/11/2023,no,Completada,20,2152,Jamaica,69.33,98.63
D0678,C004,Isabel Sanchez,gps,Inactivo,No reconoce los datos,12/05/2023,10/05/2024,si,Completada,364,1925,Panama,72.67,87.87
D0679,C008,Ana Garcia,camara,En mantenimiento,Desconexion espontanea,12/12/2023,05/11/2024,no,Completada,329,1718,Surinam,68.32,85.8
D0680,C006,Jorge Torres,camara,En mantenimiento,Imagen borrosa,29/05/2023,31/05/2024,no,Completada,368,1508,Trinidad y Tobago,65.88,80.68
D0681,C009,Ana Lopez,monitor,Inactivo,No conecta bien,30/07/2024,04/10/2024,si,Pendiente,66,2155,Mexico,58.43,91.82
D0682,C001,Fernando Lopez,monitor,Inactivo,No reconoce los datos,28/06/2023,03/12/2023,si,Pendiente,158,1734,Dominica,69.17,89.29
D0683,C009,Maria Torres,camara,En mantenimiento,Desconexion espontanea,16/11/2024,26/12/2024,si,Completada,40,1943,Chile,53.78,99.04
D0684,C004,Eduardo Sanchez,monitor,Inactivo,Imagen borrosa,18/02/2024,01/12/2024,si,Pendiente,287,2470,Saint Lucia,63.28,89.74
D0685,C006,Elena Lopez,camara,En mantenimiento,No conecta bien,28/09/2024,29/11/2024,si,Pendiente,62,2543,Paraguay,64.89,87.71
D0686,C010,Miguel Garcia,monitor,En mantenimiento,No reconoce los datos,23/10/2024,05/11/2024,si,Completada,13,1675,Paraguay,50.17,82.35
D0687,C003,Elena Perez,gps,Activo,Desconexion espontanea,01/12/2023,16/12/2023,no,Completada,15,2343,Panama,73.89,91.68
D0688,C003,Andrea Rodriguez,monitor,En mantenimiento,Imagen borrosa,24/07/2024,12/12/2024,no,Pendiente,141,2881,Barbados,50.39,82.17
D0689,C008,Carmen Ramos,gps,Activo,No conecta bien,05/10/2024,01/12/2024,si,Pendiente,57,2709,Cuba,51.46,92.75
D0690,C010,Luis Martinez,gps,En mantenimiento,No reconoce los datos,26/05/2023,13/09/2024,no,Completada,476,1772,Guatemala,58.24,88.59
D0691,C005,Valeria Martinez,camara,Activo,Desconexion espontanea,16/12/2023,07/04/2024,si,Pendiente,113,1628,Bahamas,70.5,84.21
D0692,C003,Lucia Sanchez,gps,En mantenimiento,Imagen borrosa,18/11/2024,18/12/2024,no,Completada,30,1795,Nicaragua,64.02,82.85
D0693,C003,Isabel Rodriguez,monitor,Activo,No conecta bien,20/06/2023,24/09/2023,si,Completada,96,2948,Guatemala,56.76,99.82
D0694,C009,Ana Martinez,monitor,Inactivo,No reconoce los datos,25/12/2023,24/06/2024,no,Completada,182,2214,Saint Vincent y las Granadinas,65.69,83.56
D0695,C001,Miguel Martinez,gps,Activo,Desconexion espontanea,17/02/2023,19/07/2023,no,Completada,152,1734,Belice,53.06,87.75
D0696,C005,Alejandra Gonzalez,monitor,En mantenimiento,Imagen borrosa,03/12/2023,24/08/2024,si,Completada,265,2576,Guyana,68.09,85.01
D0697,C008,Mariana Vargas,gps,En mantenimiento,No conecta bien,19/06/2024,04/12/2024,si,Completada,168,2808,Belice,70.61,89.02
D0698,C006,Luis Torres,camara,En mantenimiento,No reconoce los datos,11/06/2024,27/11/2024,no,Completada,169,2926,Santa Lucia,58.88,88.12
D0699,C008,Ana Gonzalez,gps,Inactivo,Desconexion espontanea,27/06/2024,11/12/2024,no,Pendiente,167,2229,Saint Vincent y las Granadinas,66.89,98.8
D0700,C007,Raul Martinez,gps,Inactivo,Imagen borrosa,28/08/2023,01/11/2024,no,Pendiente,431,1677,Uruguay,75.39,81.42
D0701,C008,Luis Morales,monitor,Activo,No conecta bien,18/06/2024,24/07/2024,no,Pendiente,36,2058,Costa Rica,71.05,97.66
D0702,C007,Mariana Vargas,camara,En mantenimiento,No reconoce los datos,26/08/2024,14/12/2024,si,Pendiente,110,2543,Trinidad y Tobago,70.93,83.15
D0703,C002,Ana Castillo,monitor,Activo,Desconexion espontanea,12/03/2024,26/06/2024,si,Completada,106,2981,Panama,54.09,81.44
D0704,C004,Jorge Gomez,gps,Inactivo,Imagen borrosa,18/04/2023,10/02/2024,si,Completada,298,2961,Santa Lucia,59.37,97.51
D0705,C008,Paula Vargas,camara,Inactivo,No conecta bien,27/12/2023,14/04/2024,no,Completada,109,1723,Bahamas,71.39,84.72
D0706,C002,Isabel Morales,gps,Activo,No reconoce los datos,14/09/2023,13/02/2024,si,Completada,152,1989,Barbados,67.24,97.92
D0707,C005,Diego Ramirez,gps,En mantenimiento,Desconexion espontanea,18/02/2023,15/09/2023,si,Completada,209,1564,Antigua y Barbuda,55.07,94.41
D0708,C006,Lucia Diaz,gps,En mantenimiento,Imagen borrosa,03/03/2024,22/03/2024,si,Completada,19,1962,Granada,69.78,80.94
D0709,C006,Fernando Ramirez,monitor,Activo,No conecta bien,04/03/2023,21/07/2024,no,Pendiente,505,2133,El Salvador,72.64,91.59
D0710,C006,Ana Martinez,camara,Inactivo,No reconoce los datos,20/04/2024,21/08/2024,no,Pendiente,123,2301,Guatemala,67.4,95.21
D0711,C010,Ana Ramos,camara,Inactivo,Desconexion espontanea,26/06/2023,06/12/2023,si,Completada,163,2871,Colombia,79.93,80.05
D0712,C002,Paula Ramirez,monitor,Inactivo,Imagen borrosa,24/12/2023,27/03/2024,si,Pendiente,94,1932,Guyana,57.61,94.6
D0713,C008,Gabriel Mendoza,gps,Activo,No conecta bien,01/04/2024,29/12/2024,no,Completada,272,2618,Mexico,76.9,99.95
D0714,C004,Raul Sanchez,camara,En mantenimiento,No reconoce los datos,08/06/2023,23/06/2024,si,Pendiente,381,2794,Guyana,67.41,91.37
D0715,C003,Carlos Castillo,monitor,Inactivo,Desconexion espontanea,15/11/2023,18/05/2024,no,Completada,185,2544,Saint Lucia,54.58,98.43
D0716,C003,Francisco Vargas,camara,En mantenimiento,Imagen borrosa,19/04/2024,09/09/2024,si,Pendiente,143,2150,Santa Lucia,53.84,99.15
D0717,C005,Sofia Garcia,camara,Activo,No conecta bien,12/01/2023,27/10/2023,si,Pendiente,288,2650,Saint Kitts y Nevis,53.1,92.9
D0718,C001,Gabriel Flores,gps,Activo,No reconoce los datos,04/06/2023,19/09/2023,si,Completada,107,1658,Peru,79,96.57
D0719,C005,Eduardo Lopez,gps,Inactivo,Desconexion espontanea,02/01/2024,30/04/2024,no,Pendiente,119,1541,Paraguay,76.6,86.79
D0720,C006,Luis Sanchez,monitor,Activo,Imagen borrosa,05/08/2024,10/10/2024,no,Pendiente,66,2566,Chile,54.97,83.64
D0721,C009,Alejandra Morales,gps,Activo,No conecta bien,19/02/2023,24/03/2024,si,Completada,399,1723,Cuba,77.58,81.11
D0722,C002,Ana Ramirez,gps,En mantenimiento,No reconoce los datos,14/07/2024,03/10/2024,si,Completada,81,1835,Panama,57.21,97.31
D0723,C006,Mariana Ortega,monitor,Activo,Desconexion espontanea,28/01/2024,11/02/2024,si,Pendiente,14,2285,Bolivia,74.26,95.83
D0724,C003,Fernando Ramirez,monitor,En mantenimiento,Imagen borrosa,14/05/2024,05/12/2024,no,Completada,205,2084,Cuba,61.76,93.53
D0725,C005,Francisco Martinez,monitor,En mantenimiento,No conecta bien,16/01/2023,27/09/2023,no,Pendiente,254,1847,Panama,51.76,92.09
D0726,C004,Diego Torres,camara,En mantenimiento,No reconoce los datos,10/10/2024,25/12/2024,no,Pendiente,76,2647,Venezuela,75.53,92.12
D0727,C007,Andrea Gomez,camara,En mantenimiento,Desconexion espontanea,11/02/2023,26/08/2024,si,Completada,562,2714,Dominica,68.93,93.24
D0728,C003,Ana Lopez,monitor,Activo,Imagen borrosa,15/08/2023,08/08/2024,no,Completada,359,2524,Trinidad y Tobago,58.12,88.77
D0729,C005,Carlos Gonzalez,camara,Inactivo,No conecta bien,10/06/2024,08/12/2024,si,Completada,181,1796,Belice,71.16,91.28
D0730,C008,Jorge Gomez,monitor,Inactivo,No reconoce los datos,06/04/2024,04/12/2024,no,Pendiente,242,1770,Saint Kitts y Nevis,59.18,91.79
D0731,C002,Jorge Torres,monitor,Inactivo,Desconexion espontanea,16/08/2024,12/12/2024,si,Completada,118,1980,Peru,65.29,89.14
D0732,C002,Isabel Martinez,monitor,Inactivo,Imagen borrosa,04/03/2024,12/06/2024,no,Pendiente,100,1733,Saint Vincent y las Granadinas,63.37,96.64
D0733,C009,Sofia Sanchez,monitor,Activo,No conecta bien,09/03/2023,23/04/2023,no,Completada,45,2058,Nicaragua,72.14,99.95
D0734,C003,Valeria Flores,monitor,Inactivo,No reconoce los datos,28/10/2023,23/02/2024,no,Completada,118,2614,Dominica,54.1,85.22
D0735,C009,Antonio Hernandez,monitor,Inactivo,Desconexion espontanea,03/01/2024,09/06/2024,no,Completada,158,2343,Honduras,72.38,90.94
D0736,C010,Paula Hernandez,gps,En mantenimiento,Imagen borrosa,27/07/2023,23/01/2024,si,Completada,180,1709,Paraguay,55.57,89.4
D0737,C010,Raul Flores,camara,Inactivo,No conecta bien,09/01/2024,09/02/2024,si,Pendiente,31,2962,Costa Rica,56.53,100
D0738,C004,Raul Rodriguez,monitor,En mantenimiento,No reconoce los datos,16/02/2024,23/05/2024,no,Completada,97,2629,El Salvador,71.6,91.11
D0739,C002,Carmen Sanchez,monitor,Activo,Desconexion espontanea,21/05/2024,05/06/2024,no,Pendiente,15,1782,Ecuador,55.07,85.31
D0740,C010,Lucia Rodriguez,monitor,Inactivo,Imagen borrosa,29/07/2023,07/03/2024,no,Completada,222,2294,San Cristobal y Nieves,77.35,84.59
D0741,C010,Gabriel Lopez,gps,Activo,No conecta bien,09/12/2023,11/01/2024,no,Completada,33,2893,Costa Rica,78.43,88.25
